artwork_id,artwork_type,artwork_title,artwork_medium,artwork_url,artwork_description
83656,illuminated manuscripts; folios (leaves),Alexander the Great Listens to a Story about a Prince Whose Wife was Sick,ink and pigments on paper,https://art.thewalters.org/detail/83656,"<p>On this folio from Walters manuscript W.612, Alexander the Great listens to a story about a prince whose wife was sick.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83656"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83651,illuminated manuscripts; folios (leaves),Alexander the Great Meets the King of China,ink and pigments on paper,https://art.thewalters.org/detail/83651,"<p>On this folio from Walters manuscript W.612, Alexander the Great meets the king of China.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83651"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83625,illuminated manuscripts; folios (leaves),Farhad Carries Shirin and her Dead Horse on his Shoulders,ink and pigments on paper,https://art.thewalters.org/detail/83625,"<p>On this folio from Walters manuscript W.612, Farhad carries Shirin and her dead horse on his shoulders.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83625"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83615,illuminated manuscripts; folios (leaves),Colophon,ink and pigments on laid paper,https://art.thewalters.org/detail/83615,"<p>This folio from Walters manuscript W.610 contains 1 of 6 short colophons in Arabic with neither date nor scribe's name.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83615"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83597,illuminated manuscripts; folios (leaves),Khusraw Fights Bahram Chubinah,ink and pigments on laid paper,https://art.thewalters.org/detail/83597,"<p>On this folio from Walters manuscript W.610, Khusraw fights Bahram Chubinah.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83597"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83585,illuminated manuscripts; folios (leaves),Incipit Page with Illuminated Titlepiece,ink and pigments on laid paper,https://art.thewalters.org/detail/83585,"<p>This illuminated incipit page from Walters manuscript W.605 has a titlepiece inscribed with the title of the poem, Kitab-i Iskandarnamah, in gold ink.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83585"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83307,illuminated manuscripts; folios (leaves),Bahram Gur in the Green Pavilion,ink and pigments on tinted laid paper: cream for text area and rose or light brown for margins,https://art.thewalters.org/detail/83307,"<p>This folio from Walters manuscript W.657 depicts Bahram Gur in the green pavilion.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83307"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83301,illuminated manuscripts; folios (leaves),Sick Woman in Bed with her Attendants,ink and pigments on tinted laid paper: cream for text area and rose or light brown for margins,https://art.thewalters.org/detail/83301,"<p>This folio from Walters manuscript W.657 depicts a sick woman in bed with her attendants.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83301"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83299,illuminated manuscripts; folios (leaves),Nawfal’s Battle with Laylá’s Tribe,ink and pigments on tinted laid paper: cream for text area and rose or light brown for margins,https://art.thewalters.org/detail/83299,"<p>This folio from Walters manuscript W.657 depicts Nawfal's battle with Laylá's tribe.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83299"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83298,illuminated manuscripts; folios (leaves),Incipit with Illuminated Headpiece and Titlepiece,ink and pigments on tinted laid paper: cream for text area and rose or light brown for margins,https://art.thewalters.org/detail/83298,"<p>This incipit page from Walters manuscript W.657 has an illuminated headpiece and titlepiece. Above is a 2-tiered illumination inscribed Allahu wa-la siwahu. Below, at the right, are two small rectagular pieces insscribed: Majnun Laylá-i Amir Khusraw.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83298"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83219,illuminated manuscripts; folios (leaves),Colophon,ink and pigments on laid paper,https://art.thewalters.org/detail/83219,"<p>This folio from Walters manuscript W.604 contains 1 of 4 short colophons in Arabic at the end of Makhzan al-asrar (dated Ramadan 885), Khusraw va Shirin (dated 1st Safar 885), Laylá va Majnun (dated 5 Rabi' I 886), and Haft paykar (dated 22 Ramadan 885). The name of the scribe is not recorded.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83219"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83207,illuminated manuscripts; folios (leaves),A Russian Warrior Pursues the Persian Warrior Zarirvand,ink and pigments on laid paper,https://art.thewalters.org/detail/83207,"<p>On this folio from Walters manuscript W.604, a Russian warrior pursues the Persian warrior Zarirvand.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83207"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83180,illuminated manuscripts; folios (leaves),"Laylá’s Husband, Ibn Salam, Falls to the Ground in the Bridal Chamber",ink and pigments on laid paper,https://art.thewalters.org/detail/83180,"<p>On this folio from Walters manuscript W.604, Laylá's husband, Ibn Salam, falls to the ground in the bridal chamber.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83180"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83164,illuminated manuscripts; folios (leaves),Khusraw’s Courtiers Announce the Death of Bahram Chubinah,ink and pigments on laid paper,https://art.thewalters.org/detail/83164,"<p>On this folio from Walters manuscript W.604, Khusraw's courtiers announce the death of Bahram Chubinah.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83164"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83088,illuminated manuscripts; folios (leaves),Bahram Gur in Sandalwood Pavilion,ink and pigments on laid paper,https://art.thewalters.org/detail/83088,"<p>This folio from Walters manuscript W.606 depicts Bahram Gur in the sandalwood pavilion.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83088"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83078,illuminated manuscripts; folios (leaves),Khusraw and Shirin in Their Bridal Chamber,ink and pigments on laid paper,https://art.thewalters.org/detail/83078,"<p>This folio from Walters manuscript W.606 depicts Khusraw and Shirin in their bridal chamber.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83078"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83064,illuminated manuscripts; folios (leaves),Colophon,ink and pigments on laid paper,https://art.thewalters.org/detail/83064,"<p>This folio from Walters manuscript W.608 contains a colophon, in Arabic, giving the name of the scribe and the date of copying.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83064"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83062,illuminated manuscripts; folios (leaves),Incipit with Illuminated Titlepiece,ink and pigments on laid paper,https://art.thewalters.org/detail/83062,"<p>This incipit page from Walters manuscript W.608 has an illuminated titlepiece introducing the Iqbalnamah, the 2nd part of the 5th poem of the Khamsah, Iskandarnamah. It is inscribed in white on a gold ground with polychrome floral decoration.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83062"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83061,illuminated manuscripts; folios (leaves),Alexander the Great Lassos a Russian Warrior,ink and pigments on laid paper,https://art.thewalters.org/detail/83061,"<p>On this folio from Walters manuscript W.608, Alexander the Great lassos a Russian warrior.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83061"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83046,illuminated manuscripts; folios (leaves),Fitnah Carries a Bull on her Shoulders in the Presence of Bahram Gur,ink and pigments on laid paper,https://art.thewalters.org/detail/83046,"<p>On this folio from Walters manuscript W.608, Fitnah carries a bull on her shoulders in the presence of Bahram Gur.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83046"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83045,illuminated manuscripts; folios (leaves),Bahram Gur Kills a Wild Ass Before Fitnah,ink and pigments on laid paper,https://art.thewalters.org/detail/83045,"<p>On this folio from Walters manuscript W.608, Bahram Gur kills a wild ass before Fitnah.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83045"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83039,illuminated manuscripts; folios (leaves),Laylá and Majnun Faint at the Sight of Each Other,ink and pigments on laid paper,https://art.thewalters.org/detail/83039,"<p>On this folio from Walters manuscript W.608, Laylá and Majnun faint at the sight of each other.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83039"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83038,illuminated manuscripts; folios (leaves),Laylá Visits Majnun in the Wilderness,ink and pigments on laid paper,https://art.thewalters.org/detail/83038,"<p>On this folio from Walters manuscript W.608, Laylá visits Majnun in the wilderness.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83038"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
81290,illuminated manuscripts; folios (leaves),Alexandar the Great Fighting the Ethiopians,ink and pigments on buff-colored laid paper,https://art.thewalters.org/detail/81290,"<p>This folio from Walters manuscript W.609 depicts Alexandar the Great fighting the Ethiopians.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/81290"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
81268,illuminated manuscripts; folios (leaves),"Shiruyah Stabbing his Father, Khusraw",ink and pigments on buff-colored laid paper,https://art.thewalters.org/detail/81268,"<p>This folio from Walters manuscript W.609 depicts Shiruyah stabbing his father, Khusraw.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/81268"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
81267,illuminated manuscripts; folios (leaves),Khusraw and Shirin in their Wedding Chamber,ink and pigments on buff-colored laid paper,https://art.thewalters.org/detail/81267,"<p>This folio from Walters manuscript W.609 contains an image of Khusraw and Shirin in their wedding chamber. The image has been erased at some point in the manuscript's history. The inscription on the right reads: al-sultan al-'adil.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/81267"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
81245,illuminated manuscripts; folios (leaves),Bahram Gur in the Blue Pavilion,ink and pigments on cream-colored laid paper,https://art.thewalters.org/detail/81245,"<p>This folio from Walters manuscript W.607 depicts Bahram Gur in the blue pavilion.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/81245"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
10473,illuminated manuscripts,Five Poems (Quintet),ink and pigments on laid paper covered with lacquer,https://art.thewalters.org/detail/10473,"<p>Walters manuscript W.611 is an illuminated and illustrated copy of the Khamsah (quintet) by Nizami Ganjavi (died 605 AH/AD 1209), written in 1059 AH/AD 1649 by Shams al-Din Kirmani. The codex opens with an illuminated titlepiece inscribed hadha kitab Khamsah-'i Mawlana Shaykh-i Nizami (fol. 1b). There are additional illuminated headpieces for the subsequent 4 poems (fols. 22b, 82b, 130b, and 180b). The illustrations are in different styles executed during the Safavid and Qajar periods. The floral lacquer binding dates to the t13th century AH/AD 19th.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/10473"" rel=""external alternate main"">illuminated manuscripts</a></cite>, visit art.thewalters.org.</p>"
1971,illuminated manuscripts,Five Poems (Quintet),"ink, paint and gold on paper covered with brown leather and red leather doublures with gold",https://art.thewalters.org/detail/1971,"<p>Walters manuscript W.606 is an illuminated and illustrated Khamsah (quintet) by Nizami Ganjavi (died 605 AH/AD 1209), copied by Muhammad Musá al-Mudhahhib ('the Limner') in Safavid Iran in 924 AH/AD 1518. The manuscript opens with a double-page illustration (fols. 1b-2a), which is followed by a double-page illumination (fols. 2b-3a). In total, there are six Arabic colophons, one at the end of each of the first four poems and two for the two parts of the final poem (Kitab-i Sharafnamah-i Iskandari and Kitab-i Iqbalnamah). The dates of these colophons indicate that the various poems were not executed consecutively. The writing of the text extended over a period of approximately three months, 6 Dhu al-Hijjah 923 AH/AD 1517 to 7 Rabi' I 924 AH/AD 1518. The text is written in black Nasta'liq script with blue subject/section headings. In addition to illuminated titlepieces and headpieces, there are 26 illustrations. The binding is not original to the manuscript.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/1971"" rel=""external alternate main"">illuminated manuscripts</a></cite>, visit art.thewalters.org.</p>"
1929,illuminated manuscripts; folios (leaves),Invention of the Mirror in the Presence of Alexander the Great,ink and pigments on light brown paper with later outer margins in various colors,https://art.thewalters.org/detail/1929,"<p>This folio from Walters manuscript W.613 depicts the invention of the mirror in the presence of Alexander the Great. This is the left side of a double-page illustration by Shivdas.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/1929"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
32540,illuminated manuscripts,Chapter Fifty-Three of the Book of Isaiah,ink and pigments on extremely polished white parchment bound between boards covered with white leather,https://art.thewalters.org/detail/32540,"<p>This English manuscript was made in the nineteenth century, using an extremely fine parchment. It contains the fifty-third chapter of the Book of Isaiah, in English translation. The small book is composed of eight folios written and decorated on the rectos, leaving the versos blank. Script and decoration suggest that the book was conceived to imitate the style of fourteenth- or fifteenth-century French illumination. The creators, Eleanor Taylor and James Slie, signed the book on the title page, and declared their intended revival of this tradition. Each folio is embellished with border decoration showing narratives of Christ's life, as well as zoomorphic and foliate motifs in a palette of blue, red, and gold leaf. The contemporary binding is painted with a coat of arms inscribed with the motto ""GANG WARILY"" (proceed with caution). Although the manuscript has traditionally been considered to be of English origin, the armorial shield points to a Scottish use.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/32540"" rel=""external alternate main"">illuminated manuscripts</a></cite>, visit art.thewalters.org.</p>"
5939,miniatures (paintings); portraits,Portrait of a Woman with a Cat,watercolor on ivory,https://art.thewalters.org/detail/5939,"<p>A student of medicine at Uppsala University, to his father's horror, Peter Adolf Hall became an artist, not a doctor. From May 1766 he worked in Paris and was elected a member of the academy. He portrayed several members of the French Royal Family and was appointed ""Peintre de Roi"" (Painter to the Court). After supporting the French Revolution he was forced into exile in 1791 and died in Belgium a few years later. Along with Jean Honoré Fragonard he introduced a looser style of miniature painting to France.

This portrait of an unknown woman is in a black wood frame with a rim of gilt metal around the miniature.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/5939"" rel=""external alternate main"">miniatures (paintings); portraits</a></cite>, visit art.thewalters.org.</p>"
12456,,The Young Dressmaker,Pencil on paper,https://art.thewalters.org/detail/12456,nan
17994,vases,Domestic Employment,jasperware,https://art.thewalters.org/detail/17994,"<p>This vase has a light blue ground and is decorated with a relief in white known as domestic employment after designs by Lady Elizabeth Templetown. After many experiments Wedgwood perfected jasperware in 1775. The use of a shallow relief in white on a colored ground was inspired by ancient Roman cameo glass.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/17994"" rel=""external alternate main"">vases</a></cite>, visit art.thewalters.org.</p>"
33428,paintings,Young Cooper At Work,Charcoal on paper,https://art.thewalters.org/detail/33428,"<p>Known primarily as a lithographer and painter of sentimental and comic genre scenes, Madou achieved fame through his ""Picturesque Tour of Holland."" He spent considerable time travelling and sketching. He was regarded as one of the major genre painters of Belgium in the 19th century.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/33428"" rel=""external alternate main"">paintings</a></cite>, visit art.thewalters.org.</p>"
82273,boxes (containers),"Box with Miniature: Two Swans, Study","silver gilding, painted filigree and en plein enamel",https://art.thewalters.org/detail/82273,"<p>In this scene, Two Swans, Study (1905), a couple wearing medieval dress and holding hands stroll beside a pond in a wooded landscape. The two swans, which gave the original painting its title, are not represented.* Framing the miniature are what appear to be stage curtains in olive hung against a dark blue ground. The remainder of the box has finely executed filigree decoration with shaded enamel in dark blue, light blue, and brown. A similar box is in the collection in the Hillwood Museum and Gardens, Washington, D.C.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/82273"" rel=""external alternate main"">boxes (containers)</a></cite>, visit art.thewalters.org.</p>"
82263,boxes (containers),Box with Miniature: Rivals,"silver gilding, painted filigree enamel",https://art.thewalters.org/detail/82263,"<p>A version of a painting by Nikolai Aleseevich Kasatkin (1859-1930) entitled ""Rivals"" (Sopenitsy), (1890) is reproduced on the box's lid. It is winter and two peasant women are returning home from a well. The miniaturist has departed from the original composition by positioning the figure with the yoke on the left, rather than the right. Also, not in the original composition, but occurring in other versions of the painting, is the well surrounded by women. The scene is framed in a border in olive and blue filigree enamel decorated with additional filigree scrolls. Paired sea creatures, in blue and pink filigree enamel, appear on the sides and ends of the box.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/82263"" rel=""external alternate main"">boxes (containers)</a></cite>, visit art.thewalters.org.</p>"
82305,boxes (containers),Box with Battle Scene: Igor Sviatoslavich Fighting the Polovtsy,"silver gilding, painted filigree enamel",https://art.thewalters.org/detail/82305,"<p>""After Igor Sviatoslavich's fighting with Polovtsy"" (postepoboishcha Igoria Sucatoslavidias polovtsame), painted by Viktor Mikhailovich Vasnetsov (1848-1919) in 1880, is replicated on the lid. Vasnetsov's contributions to the Russian Revival included his compositions recalling the nation's remote past. In this instance, he shows the aftermath of a battle that had been fought between the forces of Prince Igor of Novgorod-Seversk (1151-1201) and the Cumans or the Polovtsy, a nomadic Turkic people, in 1185 on the River Kayala. The Rus were overcome by the Cuman archers and Igor was captured. In the aftermath of the battle, Igor's Rus warriors lie strewn across the battle field while vultures hover nearby. The battle was immortalized in the epic poem, The Lay of Igor's Campaign, which was lost, but rediscovered in a monastery in Yaroslavl in 1785. The Lay subsequently inspired a number of artistic works including Alexander Borodin's opera, Prince Igor, first performed in 1890 and later revised by Rimsky-Korsakov. In addition, it served as the basis for a ballet of the same name completed by Sergei Diaghilev in 1909. 

The patterns in filigree have been executed with blue, turquoise, green, olive, brown and red painted enamels. Large stylized blossoms appear on the sides and ends of the box. As is characteristic of Rückert, the reddish-orange enamels bring out the colors of the shield and boots of the soldier in the painted battle scene.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/82305"" rel=""external alternate main"">boxes (containers)</a></cite>, visit art.thewalters.org.</p>"
82308,boxes (containers); caskets (personal gear),Casket with a Miniature of Kuzma Minin at Nizni Novgorod,"silver gilding, painted matte and painted filigree enamel",https://art.thewalters.org/detail/82308,"<p>Portrayed is an event that had occurred during Russia's ""Time of Troubles"" in the early 17th century. The merchant Kuzma Minin stands in the town square exhorting the citizens of Nizhnii Novgorod to donate their valuables in order to finance a volunteer army. Even the children in the foreground are surrendering their toys. Led by Prince Dmitrii Pozharskii (1577-1642), the army expelled the Poles from Moscow in August, 1612. The victory resulted in Michael Romanov being elected tsar the following year, thereby founding the Romanov dynasty. This box was probably intended to commemorate the Tercentenary of the dynasty in 1913.

The outward flaring sides of the box are decorated in painted enamel with patterns of cloud berries and curvilinear motifs as well as with tightly wound filigree and distinctive hatch marks.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/82308"" rel=""external alternate main"">boxes (containers); caskets (personal gear)</a></cite>, visit art.thewalters.org.</p>"
82311,tea caddies (containers),Tea Caddy,"silver gilding, filigree enamel, cork",https://art.thewalters.org/detail/82311,"<p>The caddy, with its sloping decks and elevated top, recalls in shape a 17th-century teremok. Four crowned Sirins are depicted within pale blue circles on each of its sides. The remaining ornament consists of scrolls and geometric patterns in brown and grey-green against dark blue. Characteristic of Rückert's designs after 1908 are the tightly wound wire spirals appearing in sets of six on each face of the caddy.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/82311"" rel=""external alternate main"">tea caddies (containers)</a></cite>, visit art.thewalters.org.</p>"
82387,coffeepots,Coffeepot,"silver gilding, painted filigree enamel, ivory",https://art.thewalters.org/detail/82387,"<p>The three pieces of this coffee service have similar decoration in Fedor Rückert's most subdued style. Highly abstract botanical motifs, including cloud berries, pine trees, and garlands, are rendered in his low-keyed palette of deep and pale olive, beige, brown, violet, deep and pale blue, and some white. To allow for the extra height of the coffee pot, an extra band of blue seed pods and olive colored leaves has been added at the bottom. Ivory rings provide insulation for the handles and top knobs.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/82387"" rel=""external alternate main"">coffeepots</a></cite>, visit art.thewalters.org.</p>"
82481,dishes; kovshi,Kovsh,"silver gilding, filigree and painted enamel",https://art.thewalters.org/detail/82481,"<p>At one end of the kovsh is a lip for pouring and at the other, a flat, horizontal handle. The exterior is enameled in a rich violet. A pair of juxtaposed blossoms appears under the lip and beneath the handle. They are in painted enamel in white, yellow, and blue. The remaining decoration is composed of tendrils and blossoms in green, red, yellow, and blue enamel.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/82481"" rel=""external alternate main"">dishes; kovshi</a></cite>, visit art.thewalters.org.</p>"
82331,cups (drinking vessels); beakers,Beaker with Images of Moscow Landmarks,"silver gilding, painted filigree enamel, cabochon amethysts and citrines",https://art.thewalters.org/detail/82331,"<p>The beaker's exterior is divided into six recessed, oval fields separated by twisted colonettes. Three contain Usolsk-type blossoms on a greenish white ground alternating with others showing en grisaille, three more Moscow landmarks: the early 18th-century Tsar Bell; the Ivan the Great Bell Tower (1608) on Cathedral Square; and the Sukharev Tower (1690s), the ceremonial gateway to the city (razed in 1934). Above the ovals, the surface is set with six oval stones, alternatively citrines and amethysts in yellow and violet. Extra adornment is provided by a pattern of raised silver gilt dots on a trellis of spiral wires. Its slightly flaring foot is enameled with reddish brown ""mushroom"" shapes on a green ground with extra raised silver gilt circles.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/82331"" rel=""external alternate main"">cups (drinking vessels); beakers</a></cite>, visit art.thewalters.org.</p>"
82340,cups (drinking vessels),Tea Glass Holder and Glass,"silver gilding, painted filigree enamel, glass",https://art.thewalters.org/detail/82340,"<p>On the holder's front and opposing (handle) face, sinuous vines and blossoms in painted filigree enamel are raised over a stippled gilt background. The decoration in between consists of blossoms and raised spirals over a red ground. A row of white circles extends around the holder near its base. Its flaring foot differs in that the stylized leaves and blossoms are over a smooth rather than a stippled gilt surface. The holder's top edge is cut in wave and circular patterns.

Vines and blossoms have been etched in the glass.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/82340"" rel=""external alternate main"">cups (drinking vessels)</a></cite>, visit art.thewalters.org.</p>"
82472,salt boxes (containers),Salt Chair,"silver gilding, champlevé enamel",https://art.thewalters.org/detail/82472,"<p>Above the center of the chair's ogee-arched top rail, two confronting horse heads flank a foiled-red enameled star from which is suspended a star burst. A pair of cockerels serves as terminals for the top rail. In the center of the seat cover, appears a rosette with a foiled red center and petals in blue and black. This motif is surrounded by turquoise rectangles with four petaled, orange-foiled blossoms with white centers and turquoise vines set against a partially stippled ground. The lower sides of the chair are similarly enameled.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/82472"" rel=""external alternate main"">salt boxes (containers)</a></cite>, visit art.thewalters.org.</p>"
82475,dishes; kovshi,Kovsh with Banqueting Scene,"silver gilding, painted matte and filigree enamel",https://art.thewalters.org/detail/82475,"<p>The source for this scene has yet to be identified. A regal figure, seated on an elaborate chair, and several of his bearded companions, are being attended by three servants. One of whom holds a gold chalice with a double-headed eagle on its lid, a second is waiting in the background, and a third prostrates himself at the table delivering a tray and bottle. Placed on the table, which is covered with a cloth embroidered in red with double-headed eagles and pine trees, are a couple of beakers. Beyond the tent, extends a desert landscape suggesting an eastern locale. The miniature is framed in black enamel adorned with tree and mushroom shapes and wire spirals. The remainder of the kovsh's exterior is covered by large cloud berry blossoms in white with brownish edges and checkerboard centers in gray over black circumscribed by a row of triangles in turquoise. Other motifs include trees, spirals, triangles, checkerboard patterns and circles. The treatment of the handle differs in that its edges are decorated with triangular shapes and circles in raised filigree enamel over a plain gilt ground.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/82475"" rel=""external alternate main"">dishes; kovshi</a></cite>, visit art.thewalters.org.</p>"
82502,bowls (vessels),Two-handled Bowl,"silver gilt, painted filigree enamel",https://art.thewalters.org/detail/82502,"<p>The overall shape of the bowl, with its flaring walls and openwork handles, is in stil moderne (Russian Art Nouveau). On both faces, brownish yellow sea monsters, toying with pink balls in their jaws, swim amidst pink and blue jetsam in a turquoise field. These creatures are flanked by irregularly shaped reserves containing nautical scenes, each including a sailboat with a peacock prow; a swan; a blue fish, and a landscape. The bowl's rim is encircled by a band of tulip blossoms, threads of wire terminating in raised dots, and wire scrolls all against a blue and green ground. A row of gilt wire scrolls set against a blue ground borders the bowl's bottom edge. From the plain, silver gilt handles with pierced circular decoration, dangle pendants.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/82502"" rel=""external alternate main"">bowls (vessels)</a></cite>, visit art.thewalters.org.</p>"
82434,dishes; kovshi,Kovsh: Two Women,"silver gilt, painted matte and filigree enamel",https://art.thewalters.org/detail/82434,"<p>Within a cartouche on the front face of the kovsh is a scene painted in matte enamel portraying an older boyarina counseling a younger woman who is seated on a bench. The women's' lavish costumes and jewelry as well as the brocaded fabric on the background wall are indicative of their social status. Although the nature of the subject is in keeping with Konstantin Makovskii's matrimonial paintings, the actual source for this composition has not been identified. 

The sides of the kovsh are decorated with Rückert's characteristic motifs: triangles, spirals, trees, and abstract circular blossoms in his late muted colors: grayish blue, green, white and brown. 

The handle's angular shape may have been inspired by an early wooden kovsh. Its decoration adheres to the same color schemes and patterns used in the bowl although handle's upper and lower edges are executed in raised filigree enamel over a stippled gilt ground.
</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/82434"" rel=""external alternate main"">dishes; kovshi</a></cite>, visit art.thewalters.org.</p>"
